;nome;num_colecao;extras;lingua;condicao;preco_unitario
1910;Super Potion;(90, 102);;Inglês;SP;2.7
1911;Super Potion;(90, 102);;Português;SP;2.7
1912;Super Potion;(90, 102);;Português;MP;2.7
1913;Super Potion;(90, 102);;Português;SP;2.98
1914;Super Potion;(90, 102);;Português / Inglês;SP;3.15
1915;Super Potion;(90, 102);Shadowless;Inglês;SP;4.7
1916;Super Potion;(90, 102);;Português;SP;4.99
1917;Super Potion;(90, 102);;Inglês;SP;5.5
1918;Super Potion;(90, 102);;Português;NM;5.98
1919;Super Potion;(90, 102);;Inglês;NM;8.91
1920;Super Potion;(90, 102);;Alemão;SP;10.0
1921;Super Potion;(90, 102);;Português;NM;13.95
1922;Super Potion;(90, 102);Edition One;Português;HP;16.9
1923;Super Potion;(90, 102);Edition One;Português;SP;20.0
1924;Super Potion;(90, 102);Edition One;Português;SP;20.9
1925;Super Potion;(90, 102);;Japonês;SP;25.0
1926;Super Potion;(90, 102);Edition One;Português;NM;25.0
1927;Super Potion;(90, 102);Edition One;Português;SP;25.5
1928;Super Potion;(90, 102);;Português;M;26.91
1929;Bill;(91, 102);;Português;HP;0.15
1930;Bill;(91, 102);;Português;HP;0.17
1931;Bill;(91, 102);;Português;HP;0.2
1932;Bill;(91, 102);;Português;HP;0.2
1933;Bill;(91, 102);;Português;HP;0.2
1934;Bill;(91, 102);;Português;D;0.31
1935;Bill;(91, 102);;Português;MP;0.4
1936;Bill;(91, 102);;Inglês;MP;0.5
1937;Bill;(91, 102);;Português;MP;0.5
1938;Bill;(91, 102);;Inglês;D;0.5
1939;Bill;(91, 102);;Português;D;0.5
1940;Bill;(91, 102);;Português;HP;0.51
1941;Bill;(91, 102);;Português;MP;0.63
1942;Bill;(91, 102);;Inglês;SP;0.85
1943;Bill;(91, 102);;Português;MP;0.89
1944;Bill;(91, 102);;Japonês;M;0.9
1945;Bill;(91, 102);;Português;MP;0.99
1946;Bill;(91, 102);;Português;SP;1.0
1947;Bill;(91, 102);;Português;SP;1.0
1948;Bill;(91, 102);;Português;MP;1.0
1949;Bill;(91, 102);;Inglês;MP;1.0
1950;Bill;(91, 102);;Português / Inglês;SP;1.45
1951;Bill;(91, 102);;Português;D;1.9
1952;Bill;(91, 102);;Português;D;1.9
1953;Bill;(91, 102);;Espanhol;D;1.9
1954;Bill;(91, 102);;Português;SP;2.0
1955;Bill;(91, 102);;Português;HP;2.3
1956;Bill;(91, 102);;Português;HP;2.3
1957;Bill;(91, 102);;Português;MP;2.5
1958;Bill;(91, 102);;Português;SP;2.7
1959;Bill;(91, 102);;Português;SP;2.7
1960;Bill;(91, 102);;Inglês;D;2.9
1961;Bill;(91, 102);;Inglês;HP;3.3
1962;Bill;(91, 102);;Inglês;MP;3.5
1963;Bill;(91, 102);;Inglês;SP;3.7
1964;Bill;(91, 102);;Português;SP;4.9
1965;Bill;(91, 102);;Português;SP;4.95
1966;Bill;(91, 102);;Inglês;MP;4.95
1967;Bill;(91, 102);;Inglês;SP;5.9
1968;Bill;(91, 102);;Inglês;NM;8.91
1969;Bill;(91, 102);;Português;NM;8.91
1970;Bill;(91, 102);;Alemão;NM;10.5
1971;Bill;(91, 102);;Japonês;SP;19.9
1972;Bill;(91, 102);Edition One;Português;HP;23.9
1973;Bill;(91, 102);;Português;M;27.0
1974;Bill;(91, 102);;Português;M;45.0
1975;Bill;(91, 102);Edition One;Português;SP;47.5
1976;Bill;(91, 102);Edition One;Português;NM;59.9
1977;Bill;(91, 102);Edition One;Português;M;108.0
1978;Energy Removal;(92, 102);;Português;D;0.08
1979;Energy Removal;(92, 102);;Português;HP;0.2
1980;Energy Removal;(92, 102);;Português;HP;0.2
1981;Energy Removal;(92, 102);;Português;D;0.43
1982;Energy Removal;(92, 102);;Inglês;HP;0.5
1983;Energy Removal;(92, 102);;Português;D;0.5
1984;Energy Removal;(92, 102);;Inglês;D;0.5
1985;Energy Removal;(92, 102);;Português;HP;0.51
1986;Energy Removal;(92, 102);;Português;MP;0.63
1987;Energy Removal;(92, 102);;Português;HP;0.85
1988;Energy Removal;(92, 102);;Português;MP;0.89
1989;Energy Removal;(92, 102);;Inglês;MP;1.0
1990;Energy Removal;(92, 102);;Português;MP;1.0
1991;Energy Removal;(92, 102);;Inglês;MP;1.0
1992;Energy Removal;(92, 102);;Português;SP;1.1
1993;Energy Removal;(92, 102);;Espanhol;SP;1.5
1994;Energy Removal;(92, 102);;Inglês;SP;1.5
1995;Energy Removal;(92, 102);;Português / Inglês;SP;1.5
1996;Energy Removal;(92, 102);;Português;MP;1.7
1997;Energy Removal;(92, 102);;Português / Inglês;D;1.8
1998;Energy Removal;(92, 102);;Português;D;1.9
1999;Energy Removal;(92, 102);;Português / Inglês;MP;2.0
2000;Energy Removal;(92, 102);;Português;HP;2.3
2001;Energy Removal;(92, 102);;Português;MP;2.5
2002;Energy Removal;(92, 102);;Português;SP;2.7
2003;Energy Removal;(92, 102);;Inglês;D;2.9
2004;Energy Removal;(92, 102);;Português;HP;2.99
2005;Energy Removal;(92, 102);;Inglês;HP;3.3
2006;Energy Removal;(92, 102);;Inglês;MP;3.5
2007;Energy Removal;(92, 102);;Português;MP;4.99
2008;Energy Removal;(92, 102);;Português;NM;13.95
2009;Energy Removal;(92, 102);;Japonês;MP;19.9
2010;Energy Removal;(92, 102);Edition One;Português;MP;27.9
2011;Energy Removal;(92, 102);;Português;M;31.5
2012;Energy Removal;(92, 102);Edition One;Português;M;90.0
2013;Gust of Wind;(93, 102);;Português;D;0.1
2014;Gust of Wind;(93, 102);;Inglês;D;0.1
2015;Gust of Wind;(93, 102);;Português;D;0.17
2016;Gust of Wind;(93, 102);;Português;HP;0.2
2017;Gust of Wind;(93, 102);;Português;HP;0.2
2018;Gust of Wind;(93, 102);;Inglês;D;0.25
2019;Gust of Wind;(93, 102);;Português / Inglês;HP;0.26
2020;Gust of Wind;(93, 102);;Português;MP;0.4
2021;Gust of Wind;(93, 102);;Português / Inglês;SP;0.49
2022;Gust of Wind;(93, 102);;Português / Inglês;SP;0.5
2023;Gust of Wind;(93, 102);;Inglês;HP;0.5
2024;Gust of Wind;(93, 102);;Português;D;0.5
2025;Gust of Wind;(93, 102);;Português;SP;0.5
2026;Gust of Wind;(93, 102);;Inglês;SP;0.5
2027;Gust of Wind;(93, 102);;Português;SP;0.51
2028;Gust of Wind;(93, 102);;Português;D;0.63
2029;Gust of Wind;(93, 102);;Português;HP;0.79
2030;Gust of Wind;(93, 102);;Inglês;SP;0.85
2031;Gust of Wind;(93, 102);;Inglês;MP;0.94
2032;Gust of Wind;(93, 102);;Inglês;MP;1.0
2033;Gust of Wind;(93, 102);;Português;MP;1.0
2034;Gust of Wind;(93, 102);;Inglês;MP;1.0
2035;Gust of Wind;(93, 102);;Inglês;MP;1.0
2036;Gust of Wind;(93, 102);;Português;NM;1.38
2037;Gust of Wind;(93, 102);;Português / Inglês;SP;1.45
2038;Gust of Wind;(93, 102);;Português;SP;1.5
2039;Gust of Wind;(93, 102);;Espanhol;SP;1.5
2040;Gust of Wind;(93, 102);;Português;MP;1.5
2041;Gust of Wind;(93, 102);;Português;MP;1.5
2042;Gust of Wind;(93, 102);;Português;D;1.9
2043;Gust of Wind;(93, 102);;Português;SP;1.98
2044;Gust of Wind;(93, 102);;Alemão;SP;1.98
2045;Gust of Wind;(93, 102);;Português;HP;2.3
2046;Gust of Wind;(93, 102);;Português;MP;2.5
2047;Gust of Wind;(93, 102);;Português;SP;2.7
2048;Gust of Wind;(93, 102);;Inglês;D;2.9
2049;Gust of Wind;(93, 102);;Inglês;HP;3.3
2050;Gust of Wind;(93, 102);;Inglês;MP;3.5
2051;Gust of Wind;(93, 102);;Inglês;SP;3.7
2052;Gust of Wind;(93, 102);;Português;NM;3.98
2053;Gust of Wind;(93, 102);;Português;SP;5.39
2054;Gust of Wind;(93, 102);;Português;SP;6.5
2055;Gust of Wind;(93, 102);;Inglês;SP;7.5
2056;Gust of Wind;(93, 102);Shadowless;Inglês;SP;7.7
2057;Gust of Wind;(93, 102);;Português;NM;9.45
2058;Gust of Wind;(93, 102);;Alemão;SP;9.5
2059;Gust of Wind;(93, 102);;Português;D;19.9
2060;Gust of Wind;(93, 102);;Português;NM;29.9
2061;Gust of Wind;(93, 102);;Português;M;36.0
2062;Gust of Wind;(93, 102);;Inglês;NM;39.9
2063;Gust of Wind;(93, 102);;Japonês;NM;79.9
2064;Gust of Wind;(93, 102);Edition One;Português;M;90.0
2065;Potion;(94, 102);;Português;HP;0.05
2066;Potion;(94, 102);;Português;D;0.09
2067;Potion;(94, 102);;Português;HP;0.1
2068;Potion;(94, 102);;Português;D;0.1
2069;Potion;(94, 102);;Inglês;HP;0.1
2070;Potion;(94, 102);;Português;HP;0.1
2071;Potion;(94, 102);;Português;HP;0.17
2072;Potion;(94, 102);;Português / Inglês;SP;0.2
2073;Potion;(94, 102);;Francês;SP;0.2
2074;Potion;(94, 102);;Inglês;HP;0.2
2075;Potion;(94, 102);;Português;HP;0.24
2076;Potion;(94, 102);;Inglês;HP;0.24
2077;Potion;(94, 102);;Português / Inglês;MP;0.26
2078;Potion;(94, 102);;Português;MP;0.3
2079;Potion;(94, 102);;Inglês;MP;0.3
2080;Potion;(94, 102);;Português;MP;0.31
2081;Potion;(94, 102);;Inglês;MP;0.31
2082;Potion;(94, 102);;Inglês;SP;0.43
2083;Potion;(94, 102);;Português;MP;0.5
2084;Potion;(94, 102);;Português;SP;0.5
2085;Potion;(94, 102);;Inglês;SP;0.5
2086;Potion;(94, 102);;Português;MP;0.5
2087;Potion;(94, 102);;Inglês;MP;0.5
2088;Potion;(94, 102);;Português;SP;0.75
2089;Potion;(94, 102);;Inglês;SP;0.75
2090;Potion;(94, 102);;Português / Inglês;SP;0.98
2091;Potion;(94, 102);;Português;NM;1.0
2092;Potion;(94, 102);;Espanhol;NM;1.0
2093;Potion;(94, 102);;Inglês;NM;1.0
2094;Potion;(94, 102);;Alemão;NM;1.0
2095;Potion;(94, 102);;Português;HP;1.75
2096;Potion;(94, 102);;Português;D;1.9
2097;Potion;(94, 102);;Alemão;D;1.9
2098;Potion;(94, 102);;Português / Inglês;MP;1.9
2099;Potion;(94, 102);;Português;SP;1.98
2100;Potion;(94, 102);;Português / Inglês;MP;2.03
2101;Potion;(94, 102);;Português;HP;2.3
2102;Potion;(94, 102);;Português;SP;2.48
2103;Potion;(94, 102);;Português;MP;2.5
2104;Potion;(94, 102);;Espanhol;MP;2.5
2105;Potion;(94, 102);;Português;SP;2.7
2106;Potion;(94, 102);;Inglês;D;2.9
2107;Potion;(94, 102);;Português;SP;2.93
2108;Potion;(94, 102);;Português;NM;2.98
2109;Potion;(94, 102);;Inglês;HP;3.3
2110;Potion;(94, 102);;Português;NM;3.49
2111;Potion;(94, 102);;Inglês;MP;3.5
2112;Potion;(94, 102);;Português;SP;3.5
2113;Potion;(94, 102);;Português;NM;3.59
2114;Potion;(94, 102);;Inglês;SP;3.7
2115;Potion;(94, 102);;Português;NM;19.9
2116;Potion;(94, 102);;Japonês;SP;19.9
2117;Potion;(94, 102);;Português;MP;24.8
2118;Potion;(94, 102);Edition One;Português;D;24.9
2119;Potion;(94, 102);Edition One;Português;HP;26.9
2120;Potion;(94, 102);Edition One;Português;SP;29.5
2121;Potion;(94, 102);;Inglês;NM;29.9
2122;Switch;(95, 102);;Português;D;0.16
2123;Switch;(95, 102);;Português;HP;0.17
2124;Switch;(95, 102);;Português;HP;0.24
2125;Switch;(95, 102);;Inglês;HP;0.26
2126;Switch;(95, 102);;Português;HP;0.3
2127;Switch;(95, 102);;Inglês;SP;0.34
2128;Switch;(95, 102);;Português;SP;0.34
2129;Switch;(95, 102);;Português;MP;0.4
2130;Switch;(95, 102);;Inglês;NM;0.43
2131;Switch;(95, 102);;Português;SP;0.49
2132;Switch;(95, 102);;Português;SP;0.5
2133;Switch;(95, 102);;Inglês;MP;0.6
2134;Switch;(95, 102);;Português;SP;0.6
2135;Switch;(95, 102);;Português / Inglês;NM;1.11
2136;Switch;(95, 102);;Português;D;1.9
2137;Switch;(95, 102);;Alemão;D;1.9
2138;Switch;(95, 102);;Espanhol;D;1.9
2139;Switch;(95, 102);;Português;HP;2.3
2140;Switch;(95, 102);;Português;MP;2.5
2141;Switch;(95, 102);;Português;SP;2.7
2142;Switch;(95, 102);;Inglês;D;2.9
2143;Switch;(95, 102);;Inglês;HP;3.3
2144;Switch;(95, 102);;Inglês;MP;3.5
2145;Switch;(95, 102);;Português;MP;3.5
2146;Switch;(95, 102);;Inglês;SP;3.7
2147;Switch;(95, 102);;Português / Inglês;SP;4.0
2148;Switch;(95, 102);;Português;SP;4.95
2149;Switch;(95, 102);;Português;NM;5.98
2150;Switch;(95, 102);;Português;SP;6.9
2151;Switch;(95, 102);;Inglês;SP;7.9
2152;Switch;(95, 102);;Japonês;SP;7.9
2153;Switch;(95, 102);;Inglês;NM;8.91
2154;Switch;(95, 102);;Alemão;SP;9.5
2155;Switch;(95, 102);Edition One;Português;MP;24.5
2156;Switch;(95, 102);;Francês;HP;25.0
2157;Switch;(95, 102);Edition One;Português;MP;26.9
2158;Switch;(95, 102);;Português;NM;29.9
2159;Switch;(95, 102);;Japonês;NM;49.9
2160;Switch;(95, 102);Edition One;Português;M;108.0
