;nome;num_colecao;extras;lingua;condicao;preco_unitario
0;Blaziken;(1, 106);Foil;Inglês;D;5.0
1;Blaziken;(1, 106);Foil;Japonês;SP;12.5
2;Blaziken;(1, 106);Foil, Edition One;Japonês;SP;12.5
3;Blaziken;(1, 106);Foil, Edition One;Japonês;NM;14.5
4;Blaziken;(1, 106);Reverse Foil;Inglês;MP;14.95
5;Blaziken;(1, 106);Foil;Inglês;D;16.9
6;Blaziken;(1, 106);Foil;Inglês;SP;22.9
7;Blaziken;(1, 106);Foil;Inglês;NM;22.99
8;Alakazam;(1, 165);Foil;Inglês;D;129.9
9;Articuno;(2, 62);Foil;Japonês;D;39.95
10;Articuno;(2, 62);Foil;Português;D;44.99
11;Articuno;(2, 62);Foil, Alterada, Edition One;Português;D;45.0
12;Articuno;(2, 62);Foil, Edition One;Português;D;81.0
13;Articuno;(2, 62);Foil;Italiano;SP;99.99
14;Articuno;(2, 62);Foil, Edition One;Português;D;119.95
15;Articuno;(2, 62);Foil;Inglês;;119.99
16;Articuno;(2, 62);Foil;Inglês;SP;149.99
17;Articuno;(2, 62);Foil, Edition One;Inglês;HP;150.0
18;Articuno;(2, 62);Foil;Inglês;SP;169.95
19;Articuno;(2, 62);Foil;Português;SP;170.0
20;Articuno;(2, 62);Foil;Inglês;SP;170.0
21;Articuno;(2, 62);Foil, Edition One;Português;MP;199.5
22;Articuno;(2, 62);Foil, Edition One;Português;SP;399.95
23;Articuno;(2, 62);Foil, Edition One;Português;NM;499.9
24;Articuno;(2, 62);Foil, Edition One;Inglês;SP;599.95
25;Team Aqua's Crawdaunt;(2, 95);Reverse Foil;Inglês;D;15.0
26;Team Aqua's Crawdaunt;(2, 95);Foil;Inglês;D;39.9
27;Team Aqua's Crawdaunt;(2, 95);Foil;Inglês;NM;59.9
28;Team Aqua's Crawdaunt;(2, 95);Foil;Inglês;MP;64.5
29;Team Aqua's Crawdaunt;(2, 95);Reverse Foil;Inglês;NM;74.5
30;Dark Crobat;(2, 105);Foil;Inglês;MP;700.0
31;Hitmontop;(3, 75);Foil;Inglês;D;24.5
32;Hitmontop;(3, 75);Foil;Japonês;NM;24.9
33;Hitmontop;(3, 75);Foil;Inglês;D;29.9
34;Hitmontop;(3, 75);Foil;Inglês;MP;35.95
35;Hitmontop;(3, 75);Foil;Japonês;NM;39.95
36;Hitmontop;(3, 75);Foil;Inglês;MP;40.0
37;Hitmontop;(3, 75);Foil;Inglês;D;44.9
38;Hitmontop;(3, 75);Foil;Inglês;MP;45.0
39;Hitmontop;(3, 75);Foil;Inglês;D;54.5
40;Hitmontop;(3, 75);Foil;Inglês;MP;54.9
41;Hitmontop;(3, 75);Foil;Inglês;HP;59.9
42;Hitmontop;(3, 75);Foil;Inglês;SP;62.9
43;Team Aqua's Kyogre;(3, 95);;Inglês;HP;4.5
44;Team Aqua's Kyogre;(3, 95);;Inglês;SP;4.5
45;Team Aqua's Kyogre;(3, 95);;Inglês;HP;7.49
46;Team Aqua's Kyogre;(3, 95);;Inglês;MP;7.9
47;Team Aqua's Kyogre;(3, 95);;Inglês;SP;8.0
48;Team Aqua's Kyogre;(3, 95);;Português;NM;8.1
49;Team Aqua's Kyogre;(3, 95);;Inglês;NM;8.1
50;Team Aqua's Kyogre;(3, 95);Foil;Inglês;MP;50.0
51;Team Aqua's Kyogre;(3, 95);Foil;Japonês;HP;79.5
52;Team Aqua's Kyogre;(3, 95);Foil;Inglês;NM;94.5
53;Crawdaunt;(3, 97);Foil;Inglês;D;1.5
54;Crawdaunt;(3, 97);Foil;Inglês;HP;2.0
55;Crawdaunt;(3, 97);Foil;Inglês;MP;4.0
56;Crawdaunt;(3, 97);Foil;Inglês;HP;4.0
57;Crawdaunt;(3, 97);Foil;Inglês;SP;4.95
58;Crawdaunt;(3, 97);Foil;Inglês;NM;7.95
59;Crawdaunt;(3, 97);Reverse Foil;Inglês;MP;11.9
60;Crawdaunt;(3, 97);Reverse Foil;Inglês;SP;12.95
61;Crawdaunt;(3, 97);Foil;Inglês;MP;24.5
62;Crawdaunt;(3, 97);Foil;Inglês;MP;24.9
63;Crawdaunt;(3, 97);Foil;Inglês;SP;29.5
64;Darkrai;(3, 100);Foil;Inglês;D;51.9
65;Darkrai;(3, 100);Foil;Inglês;SP;72.9
66;Exploud;(3, 106);Foil;Português;HP;2.0
67;Exploud;(3, 106);Foil;Português;HP;2.0
68;Exploud;(3, 106);Foil;Português;HP;2.0
69;Exploud;(3, 106);Foil;Português;SP;4.0
70;Exploud;(3, 106);Foil;Português;MP;4.0
71;Exploud;(3, 106);Reverse Foil;Português;D;4.0
72;Exploud;(3, 106);Foil;Português;SP;6.0
73;Exploud;(3, 106);Foil;Português;MP;9.95
74;Exploud;(3, 106);Foil;Português;NM;10.0
75;Exploud;(3, 106);Reverse Foil;Inglês;NM;10.0
76;Exploud;(3, 106);Foil;Português;D;13.9
77;Exploud;(3, 106);Foil;Português;HP;14.9
78;Exploud;(3, 106);Foil;Português;SP;14.95
79;Exploud;(3, 106);Foil;Português;MP;17.9
80;Exploud;(3, 106);Reverse Foil;Português;SP;18.9
81;Exploud;(3, 106);Foil;Português;SP;18.9
82;Exploud;(3, 106);Foil;Português;MP;34.5
83;Exploud;(3, 106);Foil;Português;SP;39.5
84;Exploud;(3, 106);Foil;Português;NM;44.5
85;Exploud;(3, 106);Foil;Português;NM;45.0
86;Exploud;(3, 106);Reverse Foil;Inglês;NM;54.5
87;Exploud;(3, 106);Reverse Foil;Português;NM;54.5
88;Blaziken;(3, 127);Foil;Inglês;MP;12.5
89;Blaziken;(3, 127);Reverse Foil;Inglês;NM;20.0
90;Electivire;(3, 130);Foil;Japonês;D;5.5
91;Electivire;(3, 130);;Português;;5.9
92;Electivire;(3, 130);;Inglês;;5.9
93;Electivire;(3, 130);Foil, Edition One;Japonês;MP;9.5
94;Electivire;(3, 130);Foil;Japonês;SP;10.5
95;Electivire;(3, 130);Foil;Inglês;SP;10.5
96;Electivire;(3, 130);Foil, Edition One;Japonês;SP;10.5
97;Electivire;(3, 130);Foil;Inglês;SP;15.9
98;Electivire;(3, 130);Foil;Português;MP;25.9
99;Electivire;(3, 130);Foil;Português;SP;27.9
100;Electivire;(3, 130);Foil;Inglês;SP;27.9
101;Pignite;(4, 12);Foil;Português;MP;2.0
102;Pignite;(4, 12);Foil, Promo;Português;SP;8.9
103;Pignite;(4, 12);Foil, Promo;Português;SP;8.9
104;Pignite;(4, 12);Foil;Português;SP;9.5
105;Pignite;(4, 12);Foil;Português;NM;9.9
106;Pikachu;(4, 53);;Inglês;D;7.75
107;Pikachu;(4, 53);Promo;Inglês;HP;7.9
108;Pikachu;(4, 53);;Inglês;D;7.9
109;Pikachu;(4, 53);;Inglês;MP;7.9
110;Pikachu;(4, 53);Promo;Inglês;HP;8.0
111;Pikachu;(4, 53);;Inglês;MP;9.5
112;Pikachu;(4, 53);Promo;Inglês;MP;9.9
113;Pikachu;(4, 53);;Inglês;HP;9.9
114;Pikachu;(4, 53);Promo;Inglês;D;9.99
115;Pikachu;(4, 53);Foil;Português;MP;12.0
116;Pikachu;(4, 53);Foil;Inglês;MP;12.0
117;Pikachu;(4, 53);;Inglês;SP;14.9
118;Pikachu;(4, 53);Promo;Inglês;MP;21.9
119;Pikachu;(4, 53);Promo;Inglês;HP;23.9
120;Pikachu;(4, 53);Promo;Inglês;SP;27.9
121;Pikachu;(4, 53);Promo;Inglês;MP;27.99
122;Pikachu;(4, 53);;Inglês;D;40.5
123;Jolteon;(4, 64);Foil;Inglês;D;34.5
124;Jolteon;(4, 64);Foil;Inglês;D;36.0
125;Jolteon;(4, 64);Foil;Inglês;D;39.95
126;Jolteon;(4, 64);Foil;Português;HP;69.95
127;Jolteon;(4, 64);Foil;Inglês;SP;79.99
128;Jolteon;(4, 64);Foil;Português;MP;85.9
129;Jolteon;(4, 64);Foil;Português;MP;99.95
130;Jolteon;(4, 64);Foil;Inglês;SP;249.95
131;Jolteon;(4, 64);Foil;Inglês;NM;299.95
132;Dark Espeon;(4, 105);Foil;Japonês;HP;150.0
133;Dark Espeon;(4, 105);Foil;Japonês;NM;259.95
134;Dark Espeon;(4, 105);Foil;Inglês;HP;399.9
135;Dark Espeon;(4, 105);Foil;Inglês;MP;799.9
136;Dark Espeon;(4, 105);Foil;Inglês;NM;1500.0
137;Camerupt;(4, 107);;Inglês;MP;2.99
138;Camerupt;(4, 107);;Inglês;HP;3.3
139;Camerupt;(4, 107);;Inglês;MP;3.5
140;Camerupt;(4, 107);;Inglês;SP;3.7
141;Camerupt;(4, 107);Foil;Português;HP;5.9
142;Camerupt;(4, 107);Foil;Português;SP;7.5
143;Camerupt;(4, 107);Reverse Foil;Português;D;7.5
144;Camerupt;(4, 107);Foil;Inglês;SP;8.5
145;Camerupt;(4, 107);Foil;Português;SP;8.9
146;Camerupt;(4, 107);Foil;Português;NM;9.5
147;Camerupt;(4, 107);Reverse Foil;Português;SP;11.5
148;Camerupt;(4, 107);Reverse Foil;Português;NM;13.5
149;Camerupt;(4, 107);Foil;Português;SP;14.95
150;Camerupt;(4, 109);Reverse Foil;Português;HP;2.94
151;Camerupt;(4, 109);Reverse Foil;Português;HP;2.95
152;Camerupt;(4, 109);Foil;Português;HP;4.0
153;Camerupt;(4, 109);Reverse Foil;Português;HP;4.3
154;Camerupt;(4, 109);Foil;Português;D;7.9
155;Camerupt;(4, 109);Foil;Português;HP;8.3
156;Camerupt;(4, 109);Foil;Inglês;NM;24.95
157;Kangaskhan;(5, 64);Foil;Português;D;7.5
158;Kangaskhan;(5, 64);Foil;Português;D;7.9
159;Kangaskhan;(5, 64);Foil;Português;D;7.99
160;Kangaskhan;(5, 64);Foil;Português;D;8.0
161;Kangaskhan;(5, 64);Foil;Português;D;8.99
162;Kangaskhan;(5, 64);Foil;Inglês;HP;9.49
163;Kangaskhan;(5, 64);Foil;Japonês;D;9.95
164;Kangaskhan;(5, 64);Foil;Português;MP;11.99
165;Kangaskhan;(5, 64);Foil;Inglês;D;11.99
166;Kangaskhan;(5, 64);Foil;Português;HP;14.0
167;Kangaskhan;(5, 64);Foil;Japonês;MP;14.0
168;Kangaskhan;(5, 64);Foil;Português;HP;14.0
169;Kangaskhan;(5, 64);Foil;Português;HP;14.95
170;Kangaskhan;(5, 64);Foil;Português;D;14.95
171;Kangaskhan;(5, 64);Foil;Português;D;15.0
172;Kangaskhan;(5, 64);Foil;Japonês;MP;17.99
173;Kangaskhan;(5, 64);;Português;HP;19.9
174;Kangaskhan;(5, 64);;Inglês;HP;19.9
175;Kangaskhan;(5, 64);Foil;Japonês;D;19.9
176;Kangaskhan;(5, 64);Foil;Inglês;HP;19.99
177;Kangaskhan;(5, 64);Foil;Português;MP;23.31
178;Kangaskhan;(5, 64);Foil;Português;MP;25.0
179;Kangaskhan;(5, 64);;Português;D;25.5
180;Kangaskhan;(5, 64);Foil;Português;D;25.9
181;Kangaskhan;(5, 64);Foil;Português;HP;29.5
182;Kangaskhan;(5, 64);Foil;Inglês;HP;29.5
183;Kangaskhan;(5, 64);Foil;Português;MP;29.9
184;Kangaskhan;(5, 64);Foil;Inglês;D;34.9
185;Kangaskhan;(5, 64);Foil;Inglês;HP;35.9
186;Kangaskhan;(5, 64);Foil;Português;SP;35.91
187;Kangaskhan;(5, 64);Foil;Português;HP;39.5
188;Kangaskhan;(5, 64);Foil;Português;SP;39.95
189;Kangaskhan;(5, 64);Foil;Português;MP;42.5
190;Kangaskhan;(5, 64);Foil;Inglês;MP;42.5
191;Kangaskhan;(5, 64);Foil;Inglês;SP;43.9
192;Kangaskhan;(5, 64);Foil;Português;SP;49.5
193;Kangaskhan;(5, 64);Foil;Inglês;SP;49.95
194;Luxray;(5, 99);Foil;Inglês;D;0.99
195;Luxray;(5, 99);Foil;Inglês;D;3.0
196;Luxray;(5, 99);Foil, Edition One;Japonês;D;4.5
197;Luxray;(5, 99);Foil, Edition One;Japonês;SP;8.5
198;Luxray;(5, 99);;Inglês;D;10.9
199;Flygon;(5, 111);Foil, Edition One;Japonês;MP;19.5
200;Flygon;(5, 111);Foil, Edition One;Japonês;SP;22.5
201;Haunter;(6, 62);Foil;Japonês;D;16.95
202;Haunter;(6, 62);Foil;Inglês;D;36.0
203;Haunter;(6, 62);Foil, Edition One;Português;MP;99.9
204;Haunter;(6, 62);Foil;Inglês;HP;104.9
205;Haunter;(6, 62);Foil, Edition One;Português;SP;109.9
206;Haunter;(6, 62);Foil;Inglês;NM;119.95
207;Haunter;(6, 62);Foil, Edition One;Português;MP;120.0
208;Haunter;(6, 62);Foil, Edition One;Português;NM;120.0
209;Haunter;(6, 62);Foil, Edition One;Inglês;MP;120.0
210;Haunter;(6, 62);Foil, Edition One;Inglês;SP;499.95
211;Haunter;(6, 62);Foil, Edition One;Inglês;NM;599.95
212;Mr. Mime;(6, 64);Foil;Inglês;D;29.0
213;Mr. Mime;(6, 64);Foil;Inglês;HP;39.5
214;Mr. Mime;(6, 64);Foil;Inglês;HP;39.9
215;Mr. Mime;(6, 64);Foil;Português;HP;45.0
216;Mr. Mime;(6, 64);Foil;Português;D;45.5
217;Mr. Mime;(6, 64);Foil;Inglês;MP;52.5
218;Mr. Mime;(6, 64);Foil;Inglês;MP;54.0
219;Mr. Mime;(6, 64);Foil;Português;NM;69.89
220;Mr. Mime;(6, 64);Foil;Inglês;SP;69.9
221;Mr. Mime;(6, 64);Foil;Japonês;NM;72.0
222;Mothim;(6, 99);Reverse Foil;Inglês;NM;9.0
223;Mothim;(6, 99);Foil;Inglês;SP;12.5
224;Mothim;(6, 99);Foil, Edition One;Japonês;SP;12.5
225;Gyarados;(6, 102);Foil;Português;D;16.9
226;Gyarados;(6, 102);Foil;Inglês;D;17.99
227;Gyarados;(6, 102);Foil;Português;HP;19.0
228;Gyarados;(6, 102);Foil;Português;HP;19.9
229;Gyarados;(6, 102);Foil;Português;D;19.9
230;Gyarados;(6, 102);Foil;Português;HP;19.99
231;Gyarados;(6, 102);Foil;Português;MP;22.5
232;Gyarados;(6, 102);Foil;Português;MP;24.9
233;Gyarados;(6, 102);Foil;Português;MP;24.99
234;Gyarados;(6, 102);Foil;Inglês;MP;24.99
235;Gyarados;(6, 102);Foil;Português;MP;34.9
236;Gyarados;(6, 102);Foil;Português;HP;35.9
237;Gyarados;(6, 102);Foil;Português;HP;36.89
238;Gyarados;(6, 102);Foil;Inglês;D;39.95
239;Gyarados;(6, 102);Foil;Português;HP;49.95
240;Gyarados;(6, 102);Foil;Português;SP;54.0
241;Gyarados;(6, 102);Foil;Inglês;D;54.9
242;Gyarados;(6, 102);Foil;Português;NM;59.9
243;Gyarados;(6, 102);Foil;Português;MP;71.92
244;Gyarados;(6, 102);Foil;Português;SP;72.5
245;Gyarados;(6, 102);Foil;Português;SP;72.89
246;Gyarados;(6, 102);Foil;Português;MP;89.95
247;Gyarados;(6, 102);Foil;Inglês;MP;120.0
248;Gyarados;(6, 102);Foil;Português;SP;124.95
249;Gyarados;(6, 102);Foil;Inglês;MP;129.95
250;Gyarados;(6, 102);Foil;Inglês;SP;135.0
251;Gyarados;(6, 102);Foil;Português;SP;135.0
252;Gyarados;(6, 102);Foil;Português;SP;135.0
253;Gyarados;(6, 102);Foil, Edition One;Português;HP;160.0
254;Gyarados;(6, 102);Foil, Edition One;Português;MP;185.0
255;Gyarados;(6, 102);Foil;Japonês;MP;199.9
256;Gyarados;(6, 102);Foil, Edition One;Português;D;199.99
257;Gyarados;(6, 102);Foil, Edition One;Português;HP;220.0
258;Dialga;(6, 127);Reverse Foil;Inglês;NM;9.5
259;Dialga;(6, 127);Foil;Japonês;SP;12.5
260;Dialga;(6, 127);Foil;Inglês;NM;14.5
261;Hitmonlee;(7, 62);Foil;Japonês;D;14.95
262;Hitmonlee;(7, 62);Foil;Português;D;18.0
263;Hitmonlee;(7, 62);Foil;Japonês;NM;24.9
264;Hitmonlee;(7, 62);Foil;Inglês;MP;49.5
265;Hitmonlee;(7, 62);Foil;Japonês;SP;59.99
266;Hitmonlee;(7, 62);Foil;Inglês;MP;69.5
267;Hitmonlee;(7, 62);Foil;Inglês;NM;90.0
268;Hitmonlee;(7, 62);Foil, Edition One;Português;SP;90.0
269;Hitmonlee;(7, 62);Foil, Edition One;Português;MP;99.9
270;Hitmonlee;(7, 62);Foil;Inglês;NM;129.95
271;Heracross;(7, 101);Foil;Inglês;NM;125.0
272;Manectric;(7, 106);Foil;Português;SP;2.7
273;Manectric;(7, 106);;Inglês;SP;2.99
274;Manectric;(7, 106);;Inglês;SP;3.0
275;Manectric;(7, 106);Foil;Inglês;D;3.9
276;Manectric;(7, 106);Foil;Inglês;NM;3.99
277;Manectric;(7, 106);;Português;MP;4.0
278;Manectric;(7, 106);;Inglês;MP;4.0
279;Manectric;(7, 106);;Português;HP;4.9
280;Manectric;(7, 106);Foil;Inglês;HP;4.9
281;Manectric;(7, 106);;Inglês;MP;7.9
282;Manectric;(7, 106);Foil;Inglês;MP;7.9
283;Manectric;(7, 106);Foil;Português;MP;7.9
284;Manectric;(7, 106);Foil;Português;MP;7.9
285;Manectric;(7, 106);Foil;Português;SP;8.9
286;Manectric;(7, 106);Foil;Inglês;SP;8.9
287;Manectric;(7, 106);Foil;Inglês;SP;9.5
288;Manectric;(7, 106);Foil;Português;MP;11.95
289;Manectric;(7, 106);Foil;Inglês;NM;12.5
290;Manectric;(7, 106);Foil;Inglês;MP;14.95
291;Manectric;(7, 106);Foil;Português;NM;17.91
292;Hypno;(8, 62);Foil;Japonês;HP;22.95
293;Hypno;(8, 62);Foil;Japonês;MP;39.95
294;Hypno;(8, 62);Foil;Inglês;D;45.0
295;Hypno;(8, 62);Foil;Português;HP;58.9
296;Hypno;(8, 62);Foil;Inglês;MP;62.89
297;Hypno;(8, 62);Foil;Inglês;MP;63.9
298;Hypno;(8, 62);Foil;Inglês;SP;73.02
299;Hypno;(8, 62);Foil, Edition One;Português;D;79.9
300;Hypno;(8, 62);Foil, Edition One;Português;D;81.0
301;Hypno;(8, 62);Foil, Edition One;Português;SP;198.0
302;Hypno;(8, 62);Foil, Edition One;Português;HP;249.5
303;Team Magma's Claydol;(8, 95);Foil;Inglês;SP;39.9
304;Team Magma's Claydol;(8, 95);Foil;Inglês;NM;39.95
305;Machamp;(8, 102);Foil, Edition One;Português;HP;6.3
306;Machamp;(8, 102);Foil, Edition One;Português;D;6.49
307;Machamp;(8, 102);Foil, Edition One;Português;D;6.5
308;Machamp;(8, 102);Foil, Edition One;Português;D;7.9
309;Machamp;(8, 102);Foil, Edition One;Português;D;7.99
310;Machamp;(8, 102);Foil, Edition One;Português;D;8.99
311;Machamp;(8, 102);Foil, Edition One;Português;HP;9.49
312;Machamp;(8, 102);Foil, Edition One;Português;HP;9.5
313;Machamp;(8, 102);Foil, Edition One;Inglês;HP;9.5
314;Machamp;(8, 102);Foil, Edition One;Português;D;9.9
315;Machamp;(8, 102);Foil, Edition One;Português;D;9.9
316;Machamp;(8, 102);Foil, Edition One;Português;HP;12.9
317;Machamp;(8, 102);Foil, Edition One;Inglês;D;14.9
318;Machamp;(8, 102);Foil, Edition One;Inglês;D;15.9
319;Machamp;(8, 102);Foil, Edition One;Inglês;HP;16.9
320;Machamp;(8, 102);Foil, Edition One;Português;D;18.9
321;Machamp;(8, 102);Foil, Edition One;Português;MP;18.9
322;Machamp;(8, 102);Foil, Edition One;Português;MP;19.5
323;Machamp;(8, 102);Foil, Edition One;Espanhol;SP;19.9
324;Machamp;(8, 102);Foil, Edition One;Francês;D;19.95
325;Machamp;(8, 102);Foil, Edition One;Inglês;D;34.95
326;Machamp;(8, 102);Foil, Edition One;Português;MP;35.0
327;Machamp;(8, 102);Edition One;Português;SP;45.0
328;Machamp;(8, 102);Foil, Edition One;Português;HP;49.95
329;Machamp;(8, 102);Foil;Japonês;NM;79.95
330;Lt. Surge's Magneton;(8, 132);Foil;Inglês;D;19.5
331;Lt. Surge's Magneton;(8, 132);Foil;Inglês;D;19.9
332;Lt. Surge's Magneton;(8, 132);Foil;Inglês;HP;24.9
333;Lt. Surge's Magneton;(8, 132);Foil;Inglês;HP;24.9
334;Lt. Surge's Magneton;(8, 132);Foil;Inglês;HP;24.95
335;Lt. Surge's Magneton;(8, 132);Foil;Inglês;MP;34.95
336;Lt. Surge's Magneton;(8, 132);Foil, Edition One;Inglês;D;36.0
337;Lt. Surge's Magneton;(8, 132);Foil;Inglês;SP;45.0
338;Lt. Surge's Magneton;(8, 132);Foil;Inglês;SP;49.95
339;Lt. Surge's Magneton;(8, 132);Foil;Inglês;D;56.9
340;Lt. Surge's Magneton;(8, 132);Foil;Inglês;SP;60.0
341;Lt. Surge's Magneton;(8, 132);Foil;Inglês;HP;62.9
342;Lt. Surge's Magneton;(8, 132);Foil;Inglês;MP;69.5
343;Lt. Surge's Magneton;(8, 132);Foil;Japonês;SP;72.0
344;Lt. Surge's Magneton;(8, 132);Foil, Edition One;Inglês;MP;80.0
345;Lt. Surge's Magneton;(8, 132);Foil;Inglês;SP;83.9
346;Lt. Surge's Magneton;(8, 132);Foil;Japonês;NM;119.95
347;Lt. Surge's Magneton;(8, 132);Foil;Inglês;D;279.9
348;Kabutops;(9, 62);Foil;Japonês;D;14.95
349;Kabutops;(9, 62);Foil;Japonês;NM;24.9
350;Kabutops;(9, 62);Foil;Inglês;D;59.5
351;Kabutops;(9, 62);Foil;Inglês;D;59.9
352;Kabutops;(9, 62);Foil;Inglês;MP;64.5
353;Kabutops;(9, 62);Foil;Inglês;HP;69.99
354;Kabutops;(9, 62);Foil;Inglês;SP;79.5
355;Kabutops;(9, 62);Foil, Edition One;Espanhol;D;79.9
356;Kabutops;(9, 62);Foil, Edition One;Português;MP;103.9
357;Kabutops;(9, 62);Foil, Edition One;Português;SP;116.9
358;Kabutops;(9, 62);Foil;Inglês;NM;129.95
359;Roselia;(9, 97);Foil;Inglês;HP;5.0
360;Roselia;(9, 97);Foil, Edition One;Japonês;NM;8.5
361;Roselia;(9, 97);Foil;Inglês;SP;9.0
362;Roselia;(9, 97);Foil;Inglês;NM;10.0
363;Roselia;(9, 97);Foil;Inglês;D;11.9
364;Roselia;(9, 97);Reverse Foil;Inglês;D;11.9
365;Roselia;(9, 97);Foil;Inglês;SP;24.5
366;Manectric;(9, 109);Foil;Português;D;1.4
367;Manectric;(9, 109);Foil;Português;D;1.45
368;Manectric;(9, 109);Foil;Português;MP;2.5
369;Manectric;(9, 109);Foil;Inglês;SP;2.9
370;Manectric;(9, 109);Foil;Português;HP;2.99
371;Manectric;(9, 109);Foil;Português;SP;3.0
372;Manectric;(9, 109);Foil;Português;MP;3.0
373;Manectric;(9, 109);Foil;Português;SP;4.9
374;Manectric;(9, 109);Foil;Português;MP;4.95
375;Manectric;(9, 109);Foil;Português;MP;7.9
376;Manectric;(9, 109);Foil;Português;D;8.9
377;Manectric;(9, 109);Reverse Foil;Português;NM;9.0
378;Manectric;(9, 109);Foil;Português;SP;9.7
379;Manectric;(9, 109);Reverse Foil;Português;SP;9.7
380;Manectric;(9, 109);Reverse Foil;Inglês;NM;10.0
381;Manectric;(9, 109);Foil;Português;SP;11.66
382;Manectric;(9, 109);;Português;MP;12.0
383;Manectric;(9, 109);Reverse Foil;Inglês;SP;36.9
384;Manectric;(9, 109);Foil;Português;HP;39.5
385;Manectric;(9, 109);Foil;Inglês;SP;41.9
386;Manectric;(9, 109);Foil;Português;MP;44.5
387;Manectric;(9, 109);Foil;Português;SP;49.5
388;Luxray GL;(9, 111);Foil;Inglês;SP;49.9
389;Luxray GL;(9, 111);Foil;Inglês;D;159.9
390;Luxray GL;(9, 111);Reverse Foil;Inglês;SP;350.0
391;Koga's Beedrill;(9, 132);Foil;Inglês;D;19.5
392;Koga's Beedrill;(9, 132);Foil;Inglês;D;19.9
393;Koga's Beedrill;(9, 132);Foil;Inglês;D;22.5
394;Koga's Beedrill;(9, 132);Foil;Inglês;HP;29.89
395;Koga's Beedrill;(9, 132);Foil;Inglês;HP;29.9
396;Koga's Beedrill;(9, 132);Foil;Inglês;HP;30.0
397;Koga's Beedrill;(9, 132);Foil;Inglês;D;39.9
398;Koga's Beedrill;(9, 132);Foil;Inglês;MP;39.99
399;Koga's Beedrill;(9, 132);Foil;Inglês;MP;40.0
400;Koga's Beedrill;(9, 132);Foil;Inglês;MP;49.5
401;Koga's Beedrill;(9, 132);Foil;Inglês;D;58.9
402;Koga's Beedrill;(9, 132);Foil;Inglês;MP;59.95
403;Koga's Beedrill;(9, 132);Foil;Inglês;HP;64.9
404;Koga's Beedrill;(9, 132);Foil;Inglês;MP;80.0
405;Koga's Beedrill;(9, 132);Foil;Inglês;SP;81.9
406;Koga's Beedrill;(9, 132);Foil;Inglês;NM;99.95
407;Koga's Beedrill;(9, 132);Foil;Inglês;SP;120.0
408;Koga's Beedrill;(9, 132);Foil, Edition One;Inglês;HP;158.0
409;Lapras;(10, 62);Foil;Português;D;6.75
410;Lapras;(10, 62);Foil;Português;D;6.9
411;Lapras;(10, 62);Foil;Inglês;HP;9.5
412;Lapras;(10, 62);Foil;Português;HP;9.89
413;Lapras;(10, 62);Foil;Português;HP;9.9
414;Lapras;(10, 62);Foil;Português;HP;9.9
415;Lapras;(10, 62);Foil;Japonês;D;9.95
416;Lapras;(10, 62);;Inglês;HP;9.99
417;Lapras;(10, 62);Foil;Português;HP;10.0
418;Lapras;(10, 62);Foil;Português;HP;11.9
419;Lapras;(10, 62);Foil;Inglês;D;12.9
420;Lapras;(10, 62);Foil;Português;MP;14.0
421;Lapras;(10, 62);Foil;Inglês;HP;14.9
422;Lapras;(10, 62);Foil;Português;MP;14.95
423;Lapras;(10, 62);;Português;MP;14.99
424;Lapras;(10, 62);Foil;Inglês;MP;19.9
425;Lapras;(10, 62);Foil;Português;SP;29.5
426;Lapras;(10, 62);Foil;Inglês;MP;29.9
427;Lapras;(10, 62);Foil;Japonês;MP;29.95
428;Lapras;(10, 62);Foil;Japonês;MP;30.0
429;Lapras;(10, 62);Foil;Inglês;SP;35.0
430;Lapras;(10, 62);Foil;Português;MP;39.9
431;Lapras;(10, 62);Foil;Inglês;MP;39.9
432;Lapras;(10, 62);Foil;Inglês;MP;39.95
433;Lapras;(10, 62);Foil;Japonês;SP;40.05
434;Lapras;(10, 62);Foil;Inglês;D;59.9
435;Lapras;(10, 62);Foil;Inglês;HP;69.9
436;Lapras;(10, 62);Foil;Português;MP;79.9
437;Lapras;(10, 62);Foil, Edition One;Português;HP;90.9
438;Lapras;(10, 62);Foil, Edition One;Português;SP;119.95
439;Mewtwo;(10, 102);Foil;Inglês;D;20.0
440;Mewtwo;(10, 102);Foil;Português;D;20.89
441;Mewtwo;(10, 102);Foil;Português;HP;29.9
442;Mewtwo;(10, 102);Foil;Português;MP;34.99
443;Mewtwo;(10, 102);Foil;Português;HP;39.9
444;Mewtwo;(10, 102);Foil;Português;MP;39.9
445;Mewtwo;(10, 102);Foil;Inglês;HP;44.5
446;Mewtwo;(10, 102);Foil;Inglês;MP;45.0
447;Mewtwo;(10, 102);Foil;Português;MP;49.9
448;Mewtwo;(10, 102);Foil;Português;D;51.9
449;Mewtwo;(10, 102);Foil;Português;HP;57.9
450;Mewtwo;(10, 102);Foil;Português;HP;59.9
451;Mewtwo;(10, 102);Foil;Português;MP;69.9
452;Mewtwo;(10, 102);Foil;Inglês;D;69.9
453;Mewtwo;(10, 102);Foil;Português;D;69.95
454;Mewtwo;(10, 102);Foil;Francês;D;69.95
455;Mewtwo;(10, 102);Foil;Português;D;79.99
456;Mewtwo;(10, 102);Foil;Alemão;NM;89.9
457;Mewtwo;(10, 102);Foil;Português;HP;119.95
458;Mewtwo;(10, 102);Foil;Inglês;MP;129.9
459;Mewtwo;(10, 102);Foil;Japonês;NM;149.9
